"promotion_id","promotion_district_id","promotion_name","media_type","cost","start_date","end_date"
"362","114","Green Light Special","Daily Paper, Radio","9325","1997-09-25","1997-09-26"
"363","114","Big Promo","Daily Paper, Radio, TV","9004","1997-10-10","1997-10-13"
"364","114","Three for One","In-Store Coupon","14838","1997-10-21","1997-10-23"
"365","114","Sale Winners","Cash Register Handout","5372","1997-11-07","1997-11-11"
"366","114","Best Savings","Bulk Mail","12315","1997-11-21","1997-11-22"
"367","114","Three for One","Sunday Paper, Radio","13196","1997-12-02","1997-12-06"
"368","114","Price Savers","Daily Paper, Radio, TV","11985","1997-12-17","1997-12-21"
"369","114","Dollar Cutters","Product Attachment","7392","1998-01-01","1998-01-03"
"370","114","Price Winners","Product Attachment","12372","1998-01-14","1998-01-16"
"371","114","Coupon Spectacular","Daily Paper, Radio","11798","1998-01-30","1998-01-31"
"372","114","Sale Winners","Bulk Mail","11050","1998-02-10","1998-02-12"
"373","114","Saving Days","Cash Register Handout","8674","1998-02-25","1998-02-28"
"374","114","Super Duper Savers","TV","11691","1998-03-13","1998-03-17"
"375","114","Best Savings","Daily Paper, Radio","9661","1998-03-25","1998-03-29"
"376","114","Best Savings","Daily Paper","10623","1998-04-08","1998-04-11"
"377","114","Mystery Sale","Street Handout","13120","1998-04-22","1998-04-24"
"378","114","Double Down Sale","Sunday Paper","11518","1998-05-05","1998-05-06"
"379","114","Two for One","Sunday Paper, Radio","11935","1998-05-21","1998-05-23"
"380","114","Money Savers","Street Handout","14606","1998-06-02","1998-06-03"
"381","114","Best Savings","Cash Register Handout","14632","1998-06-18","1998-06-20"
"382","114","Coupon Spectacular","Sunday Paper, Radio, TV","8411","1998-06-30","1998-07-04"
"383","114","Free For All","Cash Register Handout","6127","1998-07-14","1998-07-18"
"384","114","I Cant Believe It Sale","Daily Paper","10506","1998-07-30","1998-07-31"
"385","114","Price Smashers","Daily Paper","12750","1998-08-14","1998-08-16"
"386","114","Two for One","Daily Paper","14565","1998-08-26","1998-08-28"
"387","114","Price Winners","Daily Paper","10827","1998-09-10","1998-09-13"
"388","114","Super Wallet Savers","Sunday Paper, Radio, TV","6915","1998-09-24","1998-09-27"
"389","114","Dollar Cutters","Bulk Mail","7933","1998-10-09","1998-10-10"
"390","114","Super Savers","Sunday Paper, Radio, TV","7786","1998-10-21","1998-10-25"
"391","114","Go For It","Sunday Paper","12593","1998-11-05","1998-11-08"
"392","114","Super Savers","Cash Register Handout","10390","1998-11-17","1998-11-19"
"393","114","Bag Stuffers","Street Handout","12379","1998-12-03","1998-12-06"
"394","114","Two Day Sale","Cash Register Handout","7613","1998-12-18","1998-12-21"
"397","115","Super Wallet Savers","Daily Paper, Radio, TV","7333","1996-01-18","1996-01-20"
"398","115","Sales Days","Product Attachment","10604","1996-01-30","1996-02-02"
"399","115","Tip Top Savings","Sunday Paper, Radio","6566","1996-02-13","1996-02-16"
"400","115","Save-It Sale","Cash Register Handout","7781","1996-02-28","1996-03-01"
"401","115","Sales Days","Bulk Mail","9516","1996-03-13","1996-03-15"
"402","115","Wallet Savers","Sunday Paper","8168","1996-03-27","1996-03-31"
"403","115","Bag Stuffers","Product Attachment","11265","1996-04-10","1996-04-11"
"404","115","Dollar Days","Daily Paper, Radio, TV","6846","1996-04-24","1996-04-27"
"405","115","Wallet Savers","TV","10798","1996-05-09","1996-05-12"
"406","115","Two for One","Daily Paper, Radio","7487","1996-05-21","1996-05-24"
"407","115","Wallet Savers","Sunday Paper","9129","1996-06-04","1996-06-05"
"408","115","Price Destroyers","Daily Paper","6418","1996-06-19","1996-06-21"
"409","115","Weekend Markdown","Daily Paper, Radio, TV","12588","1996-07-02","1996-07-05"
"410","115","Super Wallet Savers","Daily Paper","11245","1996-07-16","1996-07-19"
"411","115","Mystery Sale","Cash Register Handout","14088","1996-07-31","1996-08-03"
"412","115","Price Destroyers","Sunday Paper, Radio","10431","1996-08-16","1996-08-19"
"413","115","High Roller Savings","TV","14129","1996-08-27","1996-08-29"
"414","115","Sales Days","Sunday Paper, Radio, TV","14236","1996-09-10","1996-09-13"
"415","115","Price Slashers","Bulk Mail","5624","1996-09-26","1996-09-29"
"416","115","Big Promo","In-Store Coupon","6331","1996-10-10","1996-10-13"
"417","115","Saving Days","Street Handout","12247","1996-10-23","1996-10-26"
"418","115","Price Smashers","Bulk Mail","10390","1996-11-07","1996-11-11"
"419","115","Sale Winners","Street Handout","10324","1996-11-20","1996-11-24"
"420","115","Super Duper Savers","Product Attachment","6642","1996-12-06","1996-12-08"
"421","115","Coupon Spectacular","TV","7430","1996-12-18","1996-12-19"
"422","115","Two Day Sale","Sunday Paper, Radio","13611","1997-01-01","1997-01-04"
"423","115","Dimes Off","In-Store Coupon","12090","1997-01-15","1997-01-18"
"424","115","Two for One","In-Store Coupon","6215","1997-01-28","1997-02-01"
"425","115","Green Light Days","Daily Paper, Radio, TV","11876","1997-02-12","1997-02-15"
"426","115","Price Winners","Radio","13438","1997-02-26","1997-02-28"
"427","115","You Save Days","Street Handout","13117","1997-03-12","1997-03-16"
"428","115","Price Slashers","Sunday Paper","8952","1997-03-27","1997-03-31"
"429","115","One Day Sale","Sunday Paper, Radio","9486","1997-04-09","1997-04-11"
"430","115","Three for One","Cash Register Handout","10331","1997-04-23","1997-04-26"
"431","115","Two for One","Street Handout","8555","1997-05-08","1997-05-11"
"432","115","Dimes Off","Street Handout","6099","1997-05-22","1997-05-24"
"433","115","Save-It Sale","Sunday Paper, Radio","11506","1997-06-03","1997-06-07"
"434","115","Shelf Clearing Days","Sunday Paper, Radio, TV","6486","1997-06-19","1997-06-22"
"435","115","Go For It","In-Store Coupon","13255","1997-07-02","1997-07-04"
"436","115","Tip Top Savings","Cash Register Handout","12508","1997-07-16","1997-07-19"
"437","115","Mystery Sale","Sunday Paper, Radio","12788","1997-07-31","1997-08-01"
"438","115","Save-It Sale","Cash Register Handout","13148","1997-08-13","1997-08-15"
"439","115","Three for One","Radio","11119","1997-08-29","1997-08-31"
"440","115","Double Your Savings","Product Attachment","12080","1997-09-12","1997-09-15"
"441","115","Wallet Savers","Daily Paper, Radio, TV","11135","1997-09-26","1997-09-30"
"442","115","Shelf Clearing Days","Daily Paper, Radio, TV","9533","1997-10-08","1997-10-10"
"443","115","Super Savers","Daily Paper, Radio, TV","6049","1997-10-22","1997-10-25"
"444","115","Shelf Emptiers","Daily Paper","8719","1997-11-05","1997-11-07"
"445","115","Three for One","Sunday Paper, Radio","6089","1997-11-21","1997-11-24"
"446","115","Green Light Days","In-Store Coupon","12524","1997-12-03","1997-12-05"
"447","115","Saving Days","Sunday Paper, Radio","7585","1997-12-18","1997-12-20"
"448","115","Fantastic Discounts","Product Attachment","14620","1998-01-02","1998-01-04"
"449","115","Two for One","Cash Register Handout","6863","1998-01-14","1998-01-17"
"450","115","Price Winners","Product Attachment","8679","1998-01-29","1998-02-01"
"451","115","Big Time Discounts","Street Handout","6274","1998-02-13","1998-02-17"
"452","115","Two for One","Cash Register Handout","12363","1998-02-24","1998-02-28"
"453","115","Two Day Sale","Radio","9479","1998-03-10","1998-03-11"
"454","115","Shelf Clearing Days","Daily Paper","6676","1998-03-25","1998-03-26"
"455","115","Pick Your Savings","Sunday Paper, Radio, TV","14138","1998-04-10","1998-04-14"
"456","115","Savings Galore","Radio","11936","1998-04-22","1998-04-25"
"457","115","Price Destroyers","Sunday Paper, Radio","13925","1998-05-08","1998-05-11"
"458","115","Price Winners","Radio","9158","1998-05-19","1998-05-22"
"459","115","Dollar Cutters","Daily Paper, Radio","12510","1998-06-05","1998-06-06"
"460","115","One Day Sale","Street Handout","14672","1998-06-17","1998-06-19"
"461","115","Price Savers","Sunday Paper, Radio","5436","1998-07-02","1998-07-06"
"462","115","Go For It","Bulk Mail","8707","1998-07-17","1998-07-19"
"463","115","I Cant Believe It Sale","Product Attachment","13260","1998-07-30","1998-08-03"
"464","115","Sale Winners","Sunday Paper, Radio","14475","1998-08-14","1998-08-15"
"465","115","Savings Galore","Sunday Paper","13554","1998-08-28","1998-08-29"
"466","115","Price Destroyers","Cash Register Handout","14862","1998-09-08","1998-09-11"
"467","115","Tip Top Savings","Daily Paper, Radio","7959","1998-09-22","1998-09-25"
"468","115","You Save Days","Radio","10884","1998-10-08","1998-10-10"
"469","115","Super Savers","Street Handout","14836","1998-10-21","1998-10-23"
"470","115","Dimes Off","Radio","11525","1998-11-04","1998-11-08"
"471","115","Super Savers","Daily Paper","5823","1998-11-19","1998-11-22"
"472","115","One Day Sale","Sunday Paper, Radio","11703","1998-12-04","1998-12-05"
"473","115","Dimes Off","Sunday Paper, Radio","10528","1998-12-17","1998-12-18"
"474","115","Free For All","Product Attachment","5254","1998-12-30","1998-12-31"
"476","116","Saving Days","Bulk Mail","14440","1996-01-17","1996-01-18"
"477","116","Price Winners","Cash Register Handout","8138","1996-02-01","1996-02-05"
"478","116","High Roller Savings","In-Store Coupon","8244","1996-02-15","1996-02-19"
"479","116","I Cant Believe It Sale","Daily Paper, Radio","9633","1996-02-27","1996-02-29"
"480","116","Go For It","Sunday Paper","10340","1996-03-12","1996-03-13"
"481","116","Mystery Sale","Bulk Mail","6255","1996-03-27","1996-03-28"
"482","116","Free For All","Sunday Paper, Radio","8464","1996-04-09","1996-04-11"
"483","116","Bye Bye Baby","Product Attachment","8398","1996-04-25","1996-04-27"
"484","116","Price Savers","Street Handout","10814","1996-05-08","1996-05-11"
"485","116","Go For It","Cash Register Handout","11602","1996-05-24","1996-05-27"
"486","116","Super Savers","Daily Paper, Radio, TV","5127","1996-06-06","1996-06-10"
"487","116","Dollar Days","Product Attachment","6262","1996-06-19","1996-06-21"
"488","116","Price Winners","Sunday Paper","10387","1996-07-03","1996-07-05"
"489","116","Price Smashers","Street Handout","6048","1996-07-18","1996-07-22"
"490","116","Two Day Sale","Bulk Mail","7610","1996-07-31","1996-08-03"
"491","116","Weekend Markdown","Daily Paper","7289","1996-08-14","1996-08-16"
"492","116","High Roller Savings","In-Store Coupon","11714","1996-08-27","1996-08-29"
"493","116","Three for One","Daily Paper","12248","1996-09-13","1996-09-17"
"494","116","High Roller Savings","TV","11847","1996-09-26","1996-09-29"
"495","116","Price Winners","Product Attachment","10072","1996-10-10","1996-10-14"
"496","116","Money Savers","Sunday Paper","7615","1996-10-24","1996-10-26"
"497","116","Two Day Sale","Sunday Paper","13022","1996-11-06","1996-11-09"
"498","116","Super Wallet Savers","Daily Paper","8002","1996-11-21","1996-11-25"
"499","116","Price Smashers","Cash Register Handout","14771","1996-12-04","1996-12-06"
"500","116","Best Savings","Radio","14024","1996-12-19","1996-12-22"
"501","116","Dollar Days","Sunday Paper","14304","1997-01-02","1997-01-03"
"502","116","Two Day Sale","Daily Paper, Radio","11252","1997-01-14","1997-01-18"
"503","116","High Roller Savings","Daily Paper","9222","1997-01-30","1997-01-31"
"504","116","High Roller Savings","Daily Paper","10184","1997-02-12","1997-02-16"
"505","116","Weekend Markdown","Street Handout","5337","1997-02-25","1997-02-27"
"506","116","Shelf Emptiers","Street Handout","13734","1997-03-14","1997-03-18"
"507","116","Money Savers","Cash Register Handout","10250","1997-03-27","1997-03-29"
"508","116","Price Cutters","Product Attachment","12920","1997-04-11","1997-04-15"
"509","116","Sales Days","Daily Paper, Radio, TV","10290","1997-04-23","1997-04-24"
"510","116","Pick Your Savings","Sunday Paper","6725","1997-05-08","1997-05-11"
"511","116","Shelf Emptiers","Bulk Mail","11786","1997-05-23","1997-05-25"
"512","116","Savings Galore","Sunday Paper, Radio, TV","6165","1997-06-04","1997-06-05"
"513","116","Sales Galore","Bulk Mail","9655","1997-06-19","1997-06-21"
"514","116","Dollar Cutters","Bulk Mail","14126","1997-07-02","1997-07-06"
"515","116","Big Time Savings","Daily Paper","7732","1997-07-16","1997-07-18"
"516","116","Super Savers","Sunday Paper, Radio","6476","1997-07-30","1997-08-01"
"517","116","Price Destroyers","TV","13592","1997-08-13","1997-08-15"
"518","116","Shelf Emptiers","Daily Paper, Radio, TV","10789","1997-08-28","1997-08-31"
"519","116","Double Down Sale","Daily Paper","5596","1997-09-09","1997-09-10"
"520","116","Super Wallet Savers","TV","6049","1997-09-24","1997-09-28"
"521","116","Best Savings","Daily Paper, Radio, TV","5382","1997-10-07","1997-10-11"
"522","116","Sales Galore","TV","10616","1997-10-23","1997-10-25"
"523","116","You Save Days","Bulk Mail","13181","1997-11-06","1997-11-10"
"524","116","Two Day Sale","Sunday Paper","12688","1997-11-20","1997-11-23"
"525","116","One Day Sale","Daily Paper, Radio, TV","9550","1997-12-05","1997-12-07"
"526","116","Price Savers","Cash Register Handout","12820","1997-12-16","1997-12-19"
"527","116","Pick Your Savings","Radio","14717","1998-01-02","1998-01-04"
"528","116","One Day Sale","Daily Paper, Radio, TV","8588","1998-01-14","1998-01-17"
"529","116","Super Wallet Savers","Sunday Paper, Radio","7667","1998-01-28","1998-01-30"
"530","116","Money Savers","Radio","6319","1998-02-11","1998-02-12"
"531","116","Big Promo","Radio","12073","1998-02-26","1998-02-27"
"532","116","Weekend Markdown","Bulk Mail","14997","1998-03-10","1998-03-13"
"533","116","Shelf Clearing Days","Sunday Paper, Radio, TV","10196","1998-03-24","1998-03-27"
"534","116","Mystery Sale","Daily Paper, Radio","6884","1998-04-07","1998-04-10"
"535","116","Mystery Sale","Street Handout","8527","1998-04-22","1998-04-23"
"536","116","Bye Bye Baby","Daily Paper, Radio, TV","5816","1998-05-06","1998-05-09"
"537","116","Big Time Discounts","Daily Paper, Radio, TV","14641","1998-05-21","1998-05-23"
"538","116","Saving Days","Sunday Paper, Radio, TV","6711","1998-06-04","1998-06-05"
"539","116","High Roller Savings","Sunday Paper, Radio, TV","9555","1998-06-17","1998-06-19"
"540","116","Mystery Sale","Cash Register Handout","8553","1998-07-02","1998-07-04"
"541","116","Price Winners","Sunday Paper, Radio","12251","1998-07-17","1998-07-18"
"542","116","Green Light Special","Street Handout","12358","1998-07-31","1998-08-01"
"543","116","Fantastic Discounts","Radio","13746","1998-08-12","1998-08-14"
"544","116","Saving Days","Product Attachment","8326","1998-08-28","1998-08-29"
"545","116","Two for One","Daily Paper","6897","1998-09-11","1998-09-14"
"546","116","Unbeatable Price Savers","Product Attachment","12385","1998-09-24","1998-09-25"
"547","116","Two Day Sale","Daily Paper, Radio","14975","1998-10-07","1998-10-10"
"548","116","Sale Winners","In-Store Coupon","14735","1998-10-20","1998-10-22"
"549","116","Save-It Sale","Daily Paper","8179","1998-11-05","1998-11-09"
"550","116","Big Promo","Sunday Paper, Radio, TV","11704","1998-11-18","1998-11-21"
"551","116","I Cant Believe It Sale","Daily Paper, Radio","12838","1998-12-01","1998-12-05"
"552","116","Best Savings","Cash Register Handout","14308","1998-12-15","1998-12-16"
"553","116","Big Time Savings","In-Store Coupon","12625","1998-12-30","1999-01-02"
"555","117","Dimes Off","Radio","12457","1996-01-17","1996-01-18"
"556","117","Shelf Clearing Days","Street Handout","8291","1996-02-01","1996-02-04"
"557","117","Price Savers","Sunday Paper","8825","1996-02-15","1996-02-18"
"558","117","Super Savers","Street Handout","5768","1996-02-28","1996-03-01"
"559","117","Money Savers","Daily Paper, Radio","6648","1996-03-13","1996-03-16"
"560","117","I Cant Believe It Sale","Cash Register Handout","14192","1996-03-27","1996-03-28"
"561","117","Sales Days","Cash Register Handout","9599","1996-04-12","1996-04-14"
"562","117","Price Cutters","Sunday Paper","11923","1996-04-24","1996-04-27"
"563","117","Two Day Sale","Daily Paper","11348","1996-05-09","1996-05-10"
"564","117","Go For It","TV","14666","1996-05-22","1996-05-25"
"565","117","Price Winners","Sunday Paper","14946","1996-06-07","1996-06-09"
"566","117","Unbeatable Price Savers","In-Store Coupon","5307","1996-06-19","1996-06-21"
"567","117","Green Light Special","Product Attachment","13277","1996-07-02","1996-07-04"
"568","117","Green Light Special","Product Attachment","14238","1996-07-18","1996-07-20"
"569","117","Savings Galore","Daily Paper","6736","1996-08-01","1996-08-04"
"570","117","Price Cutters","Daily Paper","5133","1996-08-13","1996-08-17"
"571","117","Shelf Emptiers","Sunday Paper, Radio","14305","1996-08-27","1996-08-29"
"572","117","Unbeatable Price Savers","Sunday Paper, Radio, TV","6975","1996-09-10","1996-09-11"
"573","117","Unbeatable Price Savers","Cash Register Handout","14345","1996-09-26","1996-09-28"
"574","117","Double Down Sale","Sunday Paper, Radio, TV","8124","1996-10-08","1996-10-12"
"575","117","Double Your Savings","Product Attachment","7087","1996-10-23","1996-10-27"
"576","117","Save-It Sale","Product Attachment","11466","1996-11-08","1996-11-10"
"577","117","Dollar Cutters","Cash Register Handout","13709","1996-11-20","1996-11-22"
"578","117","Big Time Discounts","Daily Paper, Radio","5525","1996-12-04","1996-12-06"
"579","117","Tip Top Savings","Product Attachment","11787","1996-12-19","1996-12-22"
"580","117","Money Savers","Daily Paper, Radio, TV","7875","1997-01-02","1997-01-05"
"581","117","Best Savings","In-Store Coupon","14991","1997-01-16","1997-01-20"
"582","117","Price Cutters","Radio","14844","1997-01-28","1997-02-01"
"583","117","Super Duper Savers","Cash Register Handout","9650","1997-02-12","1997-02-15"
"584","117","Free For All","Daily Paper","7448","1997-02-27","1997-03-01"
"585","117","Price Smashers","Bulk Mail","5995","1997-03-11","1997-03-15"
"586","117","Price Slashers","Bulk Mail","11229","1997-03-26","1997-03-28"
"587","117","Weekend Markdown","Cash Register Handout","7236","1997-04-08","1997-04-10"
"588","117","Price Destroyers","Daily Paper, Radio","6742","1997-04-25","1997-04-28"
"589","117","Big Promo","Radio","13604","1997-05-06","1997-05-09"
"590","117","Two for One","Sunday Paper, Radio","14219","1997-05-21","1997-05-23"
"591","117","Double Down Sale","Bulk Mail","8772","1997-06-04","1997-06-07"
"592","117","Big Promo","Street Handout","12643","1997-06-19","1997-06-23"
"593","117","Price Savers","Daily Paper, Radio, TV","11722","1997-07-03","1997-07-07"
"594","117","Shelf Emptiers","TV","10374","1997-07-18","1997-07-20"
"595","117","I Cant Believe It Sale","Sunday Paper, Radio, TV","13472","1997-07-31","1997-08-02"
"596","117","Super Duper Savers","Radio","10328","1997-08-14","1997-08-16"
"597","117","Dollar Days","In-Store Coupon","14280","1997-08-27","1997-08-28"
"598","117","Price Slashers","Radio","10968","1997-09-10","1997-09-14"
"599","117","Dollar Days","Daily Paper","12611","1997-09-24","1997-09-26"
"600","117","Wallet Savers","Cash Register Handout","9900","1997-10-09","1997-10-13"
"601","117","Bag Stuffers","Radio","8725","1997-10-21","1997-10-24"
"602","117","Mystery Sale","Bulk Mail","10795","1997-11-05","1997-11-08"
"603","117","Green Light Special","In-Store Coupon","13639","1997-11-19","1997-11-22"
"604","117","Price Slashers","Sunday Paper, Radio","12637","1997-12-03","1997-12-06"
"605","117","Price Cutters","In-Store Coupon","7581","1997-12-17","1997-12-20"
"606","117","Two Day Sale","Product Attachment","7688","1997-12-31","1998-01-04"
"607","117","Dimes Off","In-Store Coupon","9077","1998-01-13","1998-01-15"
"608","117","Super Savers","Street Handout","9784","1998-01-27","1998-01-29"
"609","117","Price Winners","Daily Paper, Radio, TV","8355","1998-02-12","1998-02-16"
"610","117","Mystery Sale","Street Handout","13843","1998-02-27","1998-03-01"
"611","117","Free For All","In-Store Coupon","6432","1998-03-12","1998-03-16"
"612","117","Tip Top Savings","Product Attachment","6193","1998-03-24","1998-03-27"
"613","117","Two Day Sale","Daily Paper, Radio","9637","1998-04-08","1998-04-09"
"614","117","Three for One","Sunday Paper, Radio","13162","1998-04-22","1998-04-25"
"615","117","Sales Days","Daily Paper, Radio, TV","11640","1998-05-06","1998-05-09"
"616","117","Price Slashers","TV","9668","1998-05-21","1998-05-24"
"617","117","Best Savings","Radio","5329","1998-06-04","1998-06-08"
"618","117","One Day Sale","TV","6891","1998-06-18","1998-06-21"
"619","117","Money Savers","TV","6570","1998-07-02","1998-07-05"
"620","117","Shelf Emptiers","Daily Paper","12404","1998-07-17","1998-07-19"
"621","117","Big Time Savings","Daily Paper, Radio","12938","1998-07-30","1998-08-02"
"622","117","Shelf Clearing Days","Sunday Paper","9881","1998-08-13","1998-08-16"
"623","117","Shelf Emptiers","Radio","10762","1998-08-28","1998-08-31"
"624","117","Pick Your Savings","Radio","5649","1998-09-10","1998-09-12"
"625","117","Big Promo","Sunday Paper, Radio","11056","1998-09-22","1998-09-25"
"626","117","Sale Winners","In-Store Coupon","9938","1998-10-06","1998-10-07"
"627","117","Best Savings","Sunday Paper, Radio, TV","9364","1998-10-22","1998-10-26"
"628","117","Big Time Savings","Sunday Paper","8616","1998-11-05","1998-11-07"
"629","117","Sales Galore","Daily Paper, Radio","6240","1998-11-17","1998-11-19"
"630","117","Green Light Days","Sunday Paper","9257","1998-12-03","1998-12-06"
"631","117","Shelf Clearing Days","Sunday Paper, Radio, TV","7227","1998-12-16","1998-12-19"
"634","118","Unbeatable Price Savers","Product Attachment","9084","1996-01-17","1996-01-19"
"635","118","Price Cutters","Daily Paper, Radio","5599","1996-01-31","1996-02-03"
"636","118","Green Light Days","Bulk Mail","12260","1996-02-15","1996-02-19"
"637","118","Price Winners","Daily Paper, Radio","12286","1996-02-28","1996-02-29"
"638","118","Money Savers","Sunday Paper","6064","1996-03-15","1996-03-18"
"639","118","Weekend Markdown","Daily Paper, Radio, TV","13781","1996-03-29","1996-04-01"
"640","118","Bag Stuffers","Sunday Paper, Radio, TV","8160","1996-04-11","1996-04-14"
"641","118","Price Slashers","Sunday Paper, Radio","10403","1996-04-25","1996-04-26"
"642","118","Unbeatable Price Savers","Sunday Paper, Radio","12219","1996-05-07","1996-05-08"
"643","118","Bye Bye Baby","Sunday Paper, Radio, TV","8481","1996-05-22","1996-05-24"
"644","118","You Save Days","Street Handout","14569","1996-06-05","1996-06-07"
"645","118","Go For It","Sunday Paper","11685","1996-06-19","1996-06-22"
"646","118","Unbeatable Price Savers","Street Handout","5440","1996-07-05","1996-07-08"
"647","118","Double Your Savings","Product Attachment","10247","1996-07-17","1996-07-20"
"648","118","Green Light Days","Daily Paper, Radio","8044","1996-08-02","1996-08-03"
"649","118","Two for One","Cash Register Handout","10033","1996-08-15","1996-08-17"
"650","118","High Roller Savings","Daily Paper, Radio","5267","1996-08-29","1996-08-31"
"651","118","Sales Galore","Sunday Paper, Radio","8618","1996-09-11","1996-09-14"
"652","118","Best Savings","In-Store Coupon","10781","1996-09-25","1996-09-26"
"653","118","I Cant Believe It Sale","Bulk Mail","14987","1996-10-10","1996-10-12"
"654","118","Price Destroyers","Daily Paper, Radio, TV","8258","1996-10-24","1996-10-26"
"655","118","Super Duper Savers","Cash Register Handout","12810","1996-11-07","1996-11-08"
"656","118","I Cant Believe It Sale","Daily Paper","14025","1996-11-21","1996-11-23"
"657","118","Price Destroyers","Sunday Paper, Radio","7170","1996-12-06","1996-12-07"
"658","118","You Save Days","Product Attachment","5822","1996-12-17","1996-12-20"
"659","118","Two for One","Daily Paper, Radio, TV","8919","1997-01-01","1997-01-04"
"660","118","Price Savers","TV","14499","1997-01-14","1997-01-16"
"661","118","Sale Winners","Sunday Paper","8452","1997-01-30","1997-02-02"
"662","118","Unbeatable Price Savers","TV","5140","1997-02-14","1997-02-16"
"663","118","Sale Winners","Product Attachment","6783","1997-02-27","1997-03-03"
"664","118","Price Winners","Sunday Paper, Radio","14072","1997-03-12","1997-03-13"
"665","118","Tip Top Savings","Bulk Mail","10242","1997-03-27","1997-03-28"
"666","118","Big Time Discounts","Cash Register Handout","14967","1997-04-09","1997-04-13"
"667","118","Super Wallet Savers","Daily Paper, Radio","11713","1997-04-23","1997-04-25"
"668","118","Green Light Special","Street Handout","8055","1997-05-08","1997-05-10"
"669","118","Sale Winners","Sunday Paper","11753","1997-05-23","1997-05-25"
"670","118","Price Destroyers","Street Handout","11860","1997-06-06","1997-06-08"
"671","118","Big Time Discounts","Sunday Paper","13249","1997-06-18","1997-06-21"
"672","118","Money Savers","Daily Paper","13956","1997-07-03","1997-07-05"
"673","118","Savings Galore","Cash Register Handout","9871","1997-07-16","1997-07-18"
"674","118","Price Slashers","Sunday Paper","8015","1997-07-30","1997-08-02"
"675","118","Sales Galore","Cash Register Handout","7948","1997-08-14","1997-08-16"
"676","118","Best Savings","Sunday Paper, Radio, TV","10365","1997-08-27","1997-08-30"
"677","118","Super Savers","In-Store Coupon","11153","1997-09-11","1997-09-13"
"678","118","Wallet Savers","Radio","11236","1997-09-23","1997-09-25"
"679","118","Super Duper Savers","Daily Paper","9714","1997-10-07","1997-10-10"
"680","118","High Roller Savings","Daily Paper","13840","1997-10-24","1997-10-27"
"681","118","Mystery Sale","Bulk Mail","9501","1997-11-04","1997-11-06"
"682","118","Bye Bye Baby","Cash Register Handout","11062","1997-11-21","1997-11-25"
"683","118","Bag Stuffers","Cash Register Handout","10742","1997-12-02","1997-12-05"
"684","118","Big Time Discounts","Product Attachment","6576","1997-12-17","1997-12-20"
"685","118","Dimes Off","Radio","7110","1997-12-30","1997-12-31"
"686","118","Two Day Sale","Daily Paper, Radio","14053","1998-01-15","1998-01-19"
"687","118","Price Cutters","Cash Register Handout","6209","1998-01-28","1998-01-31"
"688","118","Super Duper Savers","Cash Register Handout","13753","1998-02-11","1998-02-12"
"689","118","Price Smashers","Street Handout","9160","1998-02-26","1998-03-01"
"690","118","Bye Bye Baby","Sunday Paper","14139","1998-03-12","1998-03-15"
"691","118","Three for One","Daily Paper","10909","1998-03-24","1998-03-26"
"692","118","Super Savers","Daily Paper, Radio","10161","1998-04-08","1998-04-10"
"693","118","Dollar Cutters","Radio","10441","1998-04-22","1998-04-25"
"694","118","Price Smashers","Daily Paper, Radio","10802","1998-05-05","1998-05-06"
"695","118","Shelf Emptiers","In-Store Coupon","8773","1998-05-21","1998-05-22"
"696","118","Two Day Sale","Daily Paper, Radio, TV","9734","1998-06-03","1998-06-07"
"697","118","Free For All","Radio","14887","1998-06-17","1998-06-19"
"698","118","Coupon Spectacular","Sunday Paper","14531","1998-07-03","1998-07-07"
"699","118","Weekend Markdown","Sunday Paper","11047","1998-07-16","1998-07-18"
"700","118","Go For It","Radio","13717","1998-07-31","1998-08-04"
"701","118","Super Wallet Savers","In-Store Coupon","11087","1998-08-12","1998-08-13"
"702","118","Dollar Cutters","Sunday Paper, Radio","7522","1998-08-27","1998-08-31"
"703","118","Coupon Spectacular","In-Store Coupon","12583","1998-09-08","1998-09-11"
"704","118","Price Destroyers","Bulk Mail","9618","1998-09-23","1998-09-27"
"705","118","You Save Days","Sunday Paper, Radio, TV","11861","1998-10-08","1998-10-10"
"706","118","Tip Top Savings","TV","13677","1998-10-21","1998-10-22"
"707","118","I Cant Believe It Sale","Bulk Mail","9938","1998-11-04","1998-11-06"
"708","118","Double Down Sale","Product Attachment","12585","1998-11-18","1998-11-22"
"709","118","Two for One","Radio","9701","1998-12-01","1998-12-02"
"710","118","Price Winners","Daily Paper","6897","1998-12-16","1998-12-17"
"713","119","Super Savers","Sunday Paper, Radio","14146","1996-01-19","1996-01-22"
"714","119","Green Light Special","Radio","9380","1996-01-30","1996-02-02"
"715","119","Super Wallet Savers","Daily Paper, Radio, TV","12732","1996-02-16","1996-02-17"
"716","119","Mystery Sale","Sunday Paper","14894","1996-02-28","1996-03-01"
"717","119","Fantastic Discounts","Daily Paper, Radio","9100","1996-03-15","1996-03-17"
"718","119","Money Savers","Product Attachment","13617","1996-03-27","1996-03-31"
"719","119","Shelf Emptiers","TV","8170","1996-04-12","1996-04-14"
"720","119","Two for One","In-Store Coupon","9385","1996-04-24","1996-04-27"
"721","119","Best Savings","Daily Paper, Radio","8464","1996-05-08","1996-05-11"
"722","119","Weekend Markdown","Sunday Paper, Radio, TV","9772","1996-05-23","1996-05-24"
"723","119","Price Winners","Street Handout","12870","1996-06-06","1996-06-08"
"724","119","Two Day Sale","Daily Paper","5794","1996-06-19","1996-06-23"
